"","date","last_price"
"1051",2016-01-13,7.25
"1052",2016-01-12,7.11
"1053",2016-01-11,7.14
"1054",2016-01-08,7.42
"1055",2016-01-07,7.56
"1056",2016-01-06,7.77
"1057",2016-01-05,8.02
"1058",2016-01-04,8.07
"1059",2015-12-31,8.25
"1060",2015-12-30,8.24
"1061",2015-12-29,8.3
"1062",2015-12-28,8.33
"1063",2015-12-24,8.21
"1064",2015-12-23,8.25
"1065",2015-12-22,8.28
"1066",2015-12-21,8.22
"1067",2015-12-18,8.09
"1068",2015-12-17,8.1
"1069",2015-12-16,8.16
"1070",2015-12-15,8.21
"1071",2015-12-14,8.07
"1072",2015-12-11,8.07
"1073",2015-12-10,8.36
"1074",2015-12-09,8.4
"1075",2015-12-08,8.41
"1076",2015-12-07,8.41
"1077",2015-12-04,8.52
"1078",2015-12-03,8.59
"1079",2015-12-02,8.48
"1080",2015-12-01,8.56
"1081",2015-11-30,8.58
"1082",2015-11-27,8.58
"1083",2015-11-26,8.58
"1084",2015-11-25,8.62
"1085",2015-11-24,8.65
"1086",2015-11-23,8.56
"1087",2015-11-20,8.51
"1088",2015-11-19,8.63
"1089",2015-11-18,8.58
"1090",2015-11-17,8.61
"1091",2015-11-16,8.53
"1092",2015-11-13,8.39
"1093",2015-11-12,8.37
"1094",2015-11-11,8.44
"1095",2015-11-10,8.44
"1096",2015-11-09,8.32
"1097",2015-11-06,8.41
"1098",2015-11-05,8.47
"1099",2015-11-04,8.4
"1100",2015-11-03,8.45
"1101",2015-11-02,8.6
"1102",2015-10-30,8.64
"1103",2015-10-29,8.68
"1104",2015-10-28,8.57
"1105",2015-10-27,8.61
"1106",2015-10-26,8.66
"1107",2015-10-23,8.63
"1108",2015-10-22,8.48
"1109",2015-10-21,8.45
"1110",2015-10-20,8.47
"1111",2015-10-19,8.35
"1112",2015-10-16,8.39
"1113",2015-10-15,8.43
"1114",2015-10-14,8.44
"1115",2015-10-13,8.33
"1116",2015-10-12,8.3
"1117",2015-10-09,8.35
"1118",2015-10-08,8.13
"1119",2015-10-07,8.11
"1120",2015-10-06,8.22
"1121",2015-10-05,8.21
"1122",2015-10-02,8.15
"1123",2015-10-01,8.17
"1124",2015-09-30,8.15
"1125",2015-09-29,7.98
"1126",2015-09-28,7.9
"1127",2015-09-25,7.98
"1128",2015-09-24,7.99
"1129",2015-09-23,8.05
"1130",2015-09-22,8
"1131",2015-09-21,7.96
"1132",2015-09-18,8.09
"1133",2015-09-17,8.21
"1134",2015-09-16,8.21
"1135",2015-09-15,8.15
"1136",2015-09-14,8.21
"1137",2015-09-11,8.24
"1138",2015-09-10,8.26
"1139",2015-09-09,8.25
"1140",2015-09-08,8.22
"1141",2015-09-07,8.06
"1142",2015-09-04,8.07
"1143",2015-09-03,8.15
"1144",2015-09-02,8.1
"1145",2015-09-01,7.99
"1146",2015-08-31,8.05
"1147",2015-08-28,8.09
"1148",2015-08-27,8.03
"1149",2015-08-26,8.08
"1150",2015-08-25,8.23
"1151",2015-08-24,8.16
"1152",2015-08-21,8.19
"1153",2015-08-20,8.35
"1154",2015-08-19,8.33
"1155",2015-08-18,8.26
"1156",2015-08-17,8.23
"1157",2015-08-14,8.31
"1158",2015-08-13,8.18
"1159",2015-08-12,8.18
"1160",2015-08-11,8.08
"1161",2015-08-10,7.91
"1162",2015-08-07,7.77
"1163",2015-08-06,7.83
"1164",2015-08-05,7.82
"1165",2015-08-04,7.89
"1166",2015-08-03,7.94
"1167",2015-07-31,7.86
"1168",2015-07-30,7.87
"1169",2015-07-29,8.05
"1170",2015-07-28,8.01
"1171",2015-07-27,8.01
"1172",2015-07-24,8
"1173",2015-07-23,8.07
"1174",2015-07-22,7.95
"1175",2015-07-21,7.95
"1176",2015-07-20,7.97
"1177",2015-07-17,7.73
"1178",2015-07-16,7.65
"1179",2015-07-15,7.75
"1180",2015-07-14,7.72
"1181",2015-07-13,7.78
"1182",2015-07-10,7.61
"1183",2015-07-09,7.48
"1184",2015-07-08,7.45
"1185",2015-07-07,7.46
"1186",2015-07-06,7.37
"1187",2015-07-03,7.43
"1188",2015-07-02,7.44
"1189",2015-07-01,7.48
"1190",2015-06-30,7.44
"1191",2015-06-29,7.33
"1192",2015-06-26,7.52
"1193",2015-06-25,7.58
"1194",2015-06-24,7.48
"1195",2015-06-23,7.48
"1196",2015-06-22,7.46
"1197",2015-06-19,7.41
"1198",2015-06-18,7.45
"1199",2015-06-17,7.46
"1200",2015-06-16,7.41
"1201",2015-06-15,7.51
"1202",2015-06-12,7.61
"1203",2015-06-11,7.5
"1204",2015-06-10,7.58
"1205",2015-06-09,7.56
"1206",2015-06-08,7.44
"1207",2015-06-05,7.4
"1208",2015-06-04,7.39
"1209",2015-06-03,7.48
"1210",2015-06-02,7.44
"1211",2015-06-01,7.24
"1212",2015-05-29,7.32
"1213",2015-05-28,7.18
"1214",2015-05-27,7.17
"1215",2015-05-26,7.22
"1216",2015-05-25,7.36
"1217",2015-05-22,7.3
"1218",2015-05-21,7.3
"1219",2015-05-20,7.35
"1220",2015-05-19,7.37
"1221",2015-05-18,7.6
"1222",2015-05-15,7.59
"1223",2015-05-14,7.56
"1224",2015-05-13,7.65
"1225",2015-05-12,7.6
"1226",2015-05-11,7.63
"1227",2015-05-08,7.54
"1228",2015-05-07,7.44
"1229",2015-05-06,7.54
"1230",2015-05-05,7.56
"1231",2015-05-04,7.59
"1232",2015-05-01,7.49
"1233",2015-04-30,7.4
"1234",2015-04-29,7.47
"1235",2015-04-28,7.36
"1236",2015-04-27,7.17
"1237",2015-04-24,7.3
"1238",2015-04-23,7.27
"1239",2015-04-22,7.1
"1240",2015-04-21,7.09
"1241",2015-04-20,7.14
"1242",2015-04-17,6.85
"1243",2015-04-16,6.88
"1244",2015-04-15,6.86
"1245",2015-04-14,6.81
"1246",2015-04-13,6.81
"1247",2015-04-10,6.96
"1248",2015-04-09,7.03
"1249",2015-04-08,7.14
"1250",2015-04-07,7.13
"1251",2015-04-06,7.17
"1252",2015-04-02,7.17
"1253",2015-04-01,7.16
"1254",2015-03-31,6.94
"1255",2015-03-30,6.9
"1256",2015-03-27,6.78
"1257",2015-03-26,6.97
"1258",2015-03-25,6.99
"1259",2015-03-24,7.05
"1260",2015-03-23,7.04
"1261",2015-03-20,7.04
"1262",2015-03-19,6.67
"1263",2015-03-18,6.74
"1264",2015-03-17,6.73
"1265",2015-03-16,6.49
"1266",2015-03-13,6.46
"1267",2015-03-12,6.41
"1268",2015-03-11,6.76
"1269",2015-03-10,6.82
"1270",2015-03-09,6.68
"1271",2015-03-06,6.8
"1272",2015-03-05,6.75
"1273",2015-03-04,7.02
"1274",2015-03-03,6.73
"1275",2015-03-02,6.95
"1276",2015-02-27,7.1
"1277",2015-02-26,7.06
"1278",2015-02-25,7.39
"1279",2015-02-24,7.47
"1280",2015-02-23,7.71
"1281",2015-02-20,7.33
"1282",2015-02-19,7.35
"1283",2015-02-18,7.5
"1284",2015-02-17,7.48
"1285",2015-02-16,7.66
"1286",2015-02-13,7.65
"1287",2015-02-12,7.41
"1288",2015-02-11,7.25
"1289",2015-02-10,7.12
"1290",2015-02-09,6.93
"1291",2015-02-06,6.96
"1292",2015-02-05,7.01
"1293",2015-02-04,6.94
"1294",2015-02-03,7.07
"1295",2015-02-02,7.14
"1296",2015-01-30,7.09
"1297",2015-01-29,7.07
"1298",2015-01-28,6.96
"1299",2015-01-27,6.85
"1300",2015-01-26,6.87
"1301",2015-01-23,6.82
"1302",2015-01-22,6.78
"1303",2015-01-21,7.35
"1304",2015-01-20,7.19
"1305",2015-01-19,7.24
"1306",2015-01-16,7.16
"1307",2015-01-15,7.15
"1308",2015-01-14,7.19
"1309",2015-01-13,7.32
"1310",2015-01-12,6.74
"1311",2015-01-09,6.74
"1312",2015-01-08,6.84
"1313",2015-01-07,6.81
"1314",2015-01-06,6.8
"1315",2015-01-05,6.93
"1316",2015-01-02,7.03
"1317",2014-12-31,7.27
"1318",2014-12-30,7.23
"1319",2014-12-29,7.27
"1320",2014-12-26,7.39
"1321",2014-12-24,7.39
"1322",2014-12-23,7.27
"1323",2014-12-22,7.13
"1324",2014-12-19,7.1
"1325",2014-12-18,7.06
"1326",2014-12-17,7.01
"1327",2014-12-16,6.93
"1328",2014-12-15,6.89
"1329",2014-12-12,6.66
"1330",2014-12-11,6.74
"1331",2014-12-10,6.56
"1332",2014-12-09,6.74
"1333",2014-12-08,6.66
"1334",2014-12-05,6.66
"1335",2014-12-04,6.84
"1336",2014-12-03,6.89
"1337",2014-12-02,6.85
"1338",2014-12-01,7.07
"1339",2014-11-28,7.04
"1340",2014-11-27,7.09
"1341",2014-11-26,7.19
"1342",2014-11-25,7.12
"1343",2014-11-24,7.05
"1344",2014-11-21,7
"1345",2014-11-20,6.96
"1346",2014-11-19,7.04
"1347",2014-11-18,7.02
"1348",2014-11-17,6.9
"1349",2014-11-14,6.62
"1350",2014-11-13,6.79
"1351",2014-11-12,6.85
"1352",2014-11-11,6.8
"1353",2014-11-10,6.72
"1354",2014-11-07,6.76
"1355",2014-11-06,6.63
"1356",2014-11-05,6.65
"1357",2014-11-04,6.49
"1358",2014-11-03,6.58
"1359",2014-10-31,6.35
"1360",2014-10-30,6.42
"1361",2014-10-29,6.42
"1362",2014-10-28,6.16
"1363",2014-10-27,6.29
"1364",2014-10-24,6.41
"1365",2014-10-23,6.34
"1366",2014-10-22,6.23
"1367",2014-10-21,6.18
"1368",2014-10-20,6.14
"1369",2014-10-17,6.13
"1370",2014-10-16,6.21
"1371",2014-10-15,6.15
"1372",2014-10-14,6.08
"1373",2014-10-13,6.06
"1374",2014-10-10,6.04
"1375",2014-10-09,6.12
"1376",2014-10-08,6.05
"1377",2014-10-07,5.73
"1378",2014-10-06,5.68
"1379",2014-10-03,5.68
"1380",2014-10-02,5.69
"1381",2014-10-01,5.81
"1382",2014-09-30,5.84
"1383",2014-09-29,5.75
"1384",2014-09-26,5.91
"1385",2014-09-25,5.8
"1386",2014-09-24,5.8
"1387",2014-09-23,5.65
"1388",2014-09-22,5.98
"1389",2014-09-19,6.01
"1390",2014-09-18,5.97
"1391",2014-09-17,5.88
"1392",2014-09-16,5.79
"1393",2014-09-15,5.91
"1394",2014-09-12,6.04
"1395",2014-09-11,6.1
"1396",2014-09-10,6.08
"1397",2014-09-09,6.12
"1398",2014-09-08,6.27
"1399",2014-09-05,6.26
"1400",2014-09-04,6.11
"1401",2014-09-03,6.32
"1402",2014-09-02,6.38
"1403",2014-09-01,6.39
"1404",2014-08-29,6.38
"1405",2014-08-28,6.43
"1406",2014-08-27,6.35
"1407",2014-08-26,6.29
"1408",2014-08-25,6.32
"1409",2014-08-22,6.35
"1410",2014-08-21,6.34
"1411",2014-08-20,6.41
"1412",2014-08-19,6.43
"1413",2014-08-18,6.34
"1414",2014-08-15,6.38
"1415",2014-08-14,6.23
"1416",2014-08-13,6.23
"1417",2014-08-12,6.11
"1418",2014-08-11,6.13
"1419",2014-08-08,5.97
"1420",2014-08-07,5.94
"1421",2014-08-06,6.21
"1422",2014-08-05,6.2
"1423",2014-08-04,6.23
"1424",2014-08-01,6.27
"1425",2014-07-31,6.21
"1426",2014-07-30,6.13
"1427",2014-07-29,6.03
"1428",2014-07-28,6.19
"1429",2014-07-25,6.13
"1430",2014-07-24,6.05
"1431",2014-07-23,6.17
"1432",2014-07-22,6.17
"1433",2014-07-21,6.06
"1434",2014-07-18,6
"1435",2014-07-17,6.15
"1436",2014-07-16,6.04
"1437",2014-07-15,5.94
"1438",2014-07-14,5.88
"1439",2014-07-11,5.74
"1440",2014-07-10,5.68
"1441",2014-07-09,5.81
"1442",2014-07-08,5.75
"1443",2014-07-07,5.56
"1444",2014-07-04,5.67
"1445",2014-07-03,6.01
"1446",2014-07-02,6.09
"1447",2014-07-01,6.03
"1448",2014-06-30,5.81
"1449",2014-06-27,5.76
"1450",2014-06-26,5.7
"1451",2014-06-25,5.71
"1452",2014-06-24,5.74
"1453",2014-06-23,5.79
"1454",2014-06-20,5.65
"1455",2014-06-19,5.54
"1456",2014-06-18,5.65
"1457",2014-06-17,5.7
"1458",2014-06-16,5.63
"1459",2014-06-13,5.66
"1460",2014-06-12,5.55
"1461",2014-06-11,5.36
"1462",2014-06-10,5.49
"1463",2014-06-09,5.53
"1464",2014-06-06,5.44
"1465",2014-06-05,5.54
"1466",2014-06-04,5.39
"1467",2014-06-03,5.43
"1468",2014-06-02,5.14
"1469",2014-05-30,5.05
"1470",2014-05-29,5.2
"1471",2014-05-28,5.2
"1472",2014-05-27,5.17
"1473",2014-05-26,5.09
"1474",2014-05-23,5.12
"1475",2014-05-22,5.16
"1476",2014-05-21,5.12
"1477",2014-05-20,4.84
"1478",2014-05-19,4.7
"1479",2014-05-16,4.8
"1480",2014-05-15,4.78
"1481",2014-05-14,5.12
"1482",2014-05-13,5.3
"1483",2014-05-12,5.31
"1484",2014-05-09,5.25
"1485",2014-05-08,5.15
"1486",2014-05-07,5.14
"1487",2014-05-06,5.24
"1488",2014-05-05,5.23
"1489",2014-05-02,5.2
"1490",2014-05-01,5.42
"1491",2014-04-30,5.42
"1492",2014-04-29,5.43
"1493",2014-04-28,5.22
"1494",2014-04-25,5.08
"1495",2014-04-24,5.73
"1496",2014-04-23,5.68
"1497",2014-04-22,5.69
"1498",2014-04-21,5.56
"1499",2014-04-17,5.56
"1500",2014-04-16,5.47
"1501",2014-04-15,5.55
"1502",2014-04-14,5.25
"1503",2014-04-11,5.33
"1504",2014-04-10,5.13
"1505",2014-04-09,4.95
"1506",2014-04-08,4.87
"1507",2014-04-07,4.99
"1508",2014-04-04,4.7
"1509",2014-04-03,4.87
"1510",2014-04-02,4.85
"1511",2014-04-01,5.06
"1512",2014-03-31,4.64
"1513",2014-03-28,4.34
"1514",2014-03-27,5.17
"1515",2014-03-26,5.8
"1516",2014-03-25,5.85
"1517",2014-03-24,5.86
"1518",2014-03-21,6.18
"1519",2014-03-20,6.01
"1520",2014-03-19,5.99
"1521",2014-03-18,5.75
"1522",2014-03-17,5.87
"1523",2014-03-14,6.29
"1524",2014-03-13,6.43
"1525",2014-03-12,6.5
"1526",2014-03-11,6.82
"1527",2014-03-10,6.89
"1528",2014-03-07,6.9
"1529",2014-03-06,6.8
"1530",2014-03-05,6.77
"1531",2014-03-04,6.81
"1532",2014-03-03,6.61
"1533",2014-02-28,7.06
"1534",2014-02-27,6.5
"1535",2014-02-26,6.48
"1536",2014-02-25,6.21
"1537",2014-02-24,7
"1538",2014-02-21,7.13
"1539",2014-02-20,6.98
"1540",2014-02-19,6.91
"1541",2014-02-18,6.74
"1542",2014-02-17,6.8
"1543",2014-02-14,6.58
"1544",2014-02-13,6.38
"1545",2014-02-12,6.35
"1546",2014-02-11,6.24
"1547",2014-02-10,6.4
"1548",2014-02-07,6.42
"1549",2014-02-06,6.44
"1550",2014-02-05,6.07
"1551",2014-02-04,5.82
"1552",2014-02-03,5.84
"1553",2014-01-31,5.52
"1554",2014-01-30,5.71
"1555",2014-01-29,5.5
"1556",2014-01-28,5.52
"1557",2014-01-27,5.37
"1558",2014-01-24,5.26
"1559",2014-01-23,5.03
"1560",2014-01-22,5.13
"1561",2014-01-21,5.04
"1562",2014-01-20,4.93
"1563",2014-01-17,5.07
"1564",2014-01-16,5.07
"1565",2014-01-15,4.82
"1566",2014-01-14,4.83
"1567",2014-01-13,4.63
"1568",2014-01-10,4.53
"1569",2014-01-09,4.51
"1570",2014-01-08,4.58
"1571",2014-01-07,4.69
"1572",2014-01-06,4.64
"1573",2014-01-03,4.72
"1574",2014-01-02,4.74
"1575",2013-12-31,4.86
"1576",2013-12-30,4.93
"1577",2013-12-27,4.94
"1578",2013-12-26,4.92
"1579",2013-12-24,4.92
"1580",2013-12-23,4.79
"1581",2013-12-20,4.78
"1582",2013-12-19,4.94
"1583",2013-12-18,4.89
"1584",2013-12-17,4.91
"1585",2013-12-16,4.67
"1586",2013-12-13,4.8
"1587",2013-12-12,4.9
"1588",2013-12-11,4.88
"1589",2013-12-10,5.02
"1590",2013-12-09,4.9
"1591",2013-12-06,4.79
"1592",2013-12-05,4.64
"1593",2013-12-04,4.48
"1594",2013-12-03,4.48
"1595",2013-12-02,4.5
"1596",2013-11-29,4.36
"1597",2013-11-28,4.43
"1598",2013-11-27,4.47
"1599",2013-11-26,4.49
"1600",2013-11-25,4.4
"1601",2013-11-22,4.43
"1602",2013-11-21,4.41
"1603",2013-11-20,4.49
"1604",2013-11-19,4.42
"1605",2013-11-18,4.35
"1606",2013-11-15,4.5
"1607",2013-11-14,4.59
"1608",2013-11-13,4.65
"1609",2013-11-12,4.65
"1610",2013-11-11,4.61
"1611",2013-11-08,4.49
"1612",2013-11-07,4.8
"1613",2013-11-06,4.78
"1614",2013-11-05,4.8
"1615",2013-11-04,4.56
"1616",2013-11-01,4.62
"1617",2013-10-31,4.81
"1618",2013-10-30,4.97
"1619",2013-10-29,5.09
"1620",2013-10-28,4.83
"1621",2013-10-25,5.01
"1622",2013-10-24,4.67
"1623",2013-10-23,4.62
"1624",2013-10-22,4.71
"1625",2013-10-21,4.59
"1626",2013-10-18,5.13
"1627",2013-10-17,5.18
"1628",2013-10-16,5.34
"1629",2013-10-15,4.96
"1630",2013-10-14,4.82
"1631",2013-10-11,4.62
"1632",2013-10-10,4.77
"1633",2013-10-09,4.8
"1634",2013-10-08,4.87
"1635",2013-10-07,4.97
"1636",2013-10-04,5.11
"1637",2013-10-03,5.2
"1638",2013-10-02,5.28
"1639",2013-10-01,5.15
"1640",2013-09-30,5.02
"1641",2013-09-27,5.39
"1642",2013-09-26,5.46
"1643",2013-09-25,5.37
"1644",2013-09-24,5.37
"1645",2013-09-23,5.41
"1646",2013-09-20,5.35
"1647",2013-09-19,5.35
"1648",2013-09-18,5.52
"1649",2013-09-17,5.66
"1650",2013-09-16,5.46
"1651",2013-09-13,5.39
"1652",2013-09-12,5.61
"1653",2013-09-11,5.25
"1654",2013-09-10,5.12
"1655",2013-09-09,5.3
"1656",2013-09-06,5.32
"1657",2013-09-05,4.95
"1658",2013-09-04,4.54
"1659",2013-09-03,4.4
"1660",2013-09-02,4.49
"1661",2013-08-30,4.55
"1662",2013-08-29,4.58
"1663",2013-08-28,4.59
"1664",2013-08-27,4.53
"1665",2013-08-26,4.41
"1666",2013-08-23,4.42
"1667",2013-08-22,4.51
"1668",2013-08-21,4.36
"1669",2013-08-20,4.34
"1670",2013-08-19,4.32
"1671",2013-08-16,4.35
"1672",2013-08-15,4.35
"1673",2013-08-14,4.35
"1674",2013-08-13,4.29
"1675",2013-08-12,4.31
"1676",2013-08-09,4.44
"1677",2013-08-08,4.51
"1678",2013-08-07,4.44
"1679",2013-08-06,4.5
"1680",2013-08-05,4.41
"1681",2013-08-02,4.38
"1682",2013-08-01,4.33
"1683",2013-07-31,4.32
"1684",2013-07-30,4.27
"1685",2013-07-29,4.32
"1686",2013-07-26,4.32
"1687",2013-07-25,4.29
"1688",2013-07-24,4.29
"1689",2013-07-23,4.25
"1690",2013-07-22,4.2
"1691",2013-07-19,4.18
"1692",2013-07-18,4.12
"1693",2013-07-17,4.12
"1694",2013-07-16,4.12
"1695",2013-07-15,4.04
"1696",2013-07-12,4.03
"1697",2013-07-11,4.08
"1698",2013-07-10,4.04
"1699",2013-07-09,4.16
"1700",2013-07-08,4.23
"1701",2013-07-05,4.28
"1702",2013-07-04,4.54
"1703",2013-07-03,4.68
"1704",2013-07-02,4.28
"1705",2013-07-01,4.23
"1706",2013-06-28,4.2
"1707",2013-06-27,4.42
"1708",2013-06-26,4.41
"1709",2013-06-25,4.27
"1710",2013-06-24,4.09
"1711",2013-06-21,4.35
"1712",2013-06-20,4.4
"1713",2013-06-19,4.35
"1714",2013-06-18,4.67
"1715",2013-06-17,4.55
"1716",2013-06-14,4.74
"1717",2013-06-13,4.38
"1718",2013-06-12,4.46
"1719",2013-06-11,4.16
"1720",2013-06-10,4
"1721",2013-06-07,4.07
"1722",2013-06-06,3.95
"1723",2013-06-05,3.86
"1724",2013-06-04,3.91
"1725",2013-06-03,3.87
"1726",2013-05-31,3.91
"1727",2013-05-30,3.77
"1728",2013-05-29,3.7
"1729",2013-05-28,3.6
"1730",2013-05-27,3.45
"1731",2013-05-24,3.51
"1732",2013-05-23,3.36
"1733",2013-05-22,3.28
"1734",2013-05-21,3.51
"1735",2013-05-20,3.56
"1736",2013-05-17,3.49
"1737",2013-05-16,3.65
"1738",2013-05-15,3.59
"1739",2013-05-14,3.47
"1740",2013-05-13,3.22
"1741",2013-05-10,3.33
"1742",2013-05-09,3.74
"1743",2013-05-08,3.44
"1744",2013-05-07,3.69
"1745",2013-05-06,3.86
"1746",2013-05-03,3.73
"1747",2013-05-02,3.04
"1748",2013-05-01,2.87
"1749",2013-04-30,3.08
"1750",2013-04-29,3.27
"1751",2013-04-26,3.06
"1752",2013-04-25,2.92
"1753",2013-04-24,2.98
"1754",2013-04-23,3.05
"1755",2013-04-22,2.85
"1756",2013-04-19,3.13
"1757",2013-04-18,3.04
"1758",2013-04-17,2.72
"1759",2013-04-16,3.05
"1760",2013-04-15,4.7
"1761",2013-04-12,4.71
"1762",2013-04-11,4.29
"1763",2013-04-10,4.25
"1764",2013-04-09,4.73
"1765",2013-04-08,5.14
"1766",2013-04-05,5.13
"1767",2013-04-04,4.99
"1768",2013-04-03,4.87
"1769",2013-04-02,4.9
"1770",2013-04-01,4.76
"1771",2013-03-28,4.76
"1772",2013-03-27,4.9
"1773",2013-03-26,4.57
"1774",2013-03-25,4.44
"1775",2013-03-22,4.11
"1776",2013-03-21,4.38
"1777",2013-03-20,3.93
"1778",2013-03-19,3.47
"1779",2013-03-18,3.48
"1780",2013-03-15,3.71
"1781",2013-03-14,3.63
"1782",2013-03-13,3.45
"1783",2013-03-12,3.66
"1784",2013-03-11,3.88
"1785",2013-03-08,4.18
"1786",2013-03-07,4.24
"1787",2013-03-06,4.19
"1788",2013-03-05,4.14
"1789",2013-03-04,4.53
"1790",2013-03-01,4.57
"1791",2013-02-28,4.8
"1792",2013-02-27,4.37
"1793",2013-02-26,4.2
"1794",2013-02-25,4.47
"1795",2013-02-22,5.07
"1796",2013-02-21,5.18
"1797",2013-02-20,4.86
"1798",2013-02-19,4.57
"1799",2013-02-18,4.99
"1800",2013-02-15,5.07
"1801",2013-02-14,5.13
"1802",2013-02-13,5.11
"1803",2013-02-12,4.47
"1804",2013-02-11,4.37
"1805",2013-02-08,4.44
"1806",2013-02-07,4.09
"1807",2013-02-06,4.07
"1808",2013-02-05,4.3
"1809",2013-02-04,4.21
"1810",2013-02-01,4.23
"1811",2013-01-31,3.33
"1812",2013-01-30,3.7
"1813",2013-01-29,3.89
"1814",2013-01-28,4.08
"1815",2013-01-25,4.01
"1816",2013-01-24,4.23
"1817",2013-01-23,4.53
"1818",2013-01-22,5.32
"1819",2013-01-21,4.83
"1820",2013-01-18,4.98
"1821",2013-01-17,5.47
"1822",2013-01-16,5.5
"1823",2013-01-15,5.91
"1824",2013-01-14,5.74
"1825",2013-01-11,5.75
"1826",2013-01-10,5.89
"1827",2013-01-09,6.05
"1828",2013-01-08,6.3
"1829",2013-01-07,6.49
"1830",2013-01-04,6.17
"1831",2013-01-03,6.23
"1832",2013-01-02,6.4
"1833",2012-12-31,6.48
